"Commodity","Country","UOM","Category","SubCategory","YearNum","FoodValue"
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2011,-0.857843137
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2011,0.153714774
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2011,3.143560915
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2011,-0.938750385
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2011,-1.561718516
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2011,-7.393364929
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2011,-0.027956388
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2011,11.26496553
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2011,14.19442831
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2011,14.08604261
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2011,4.374582105
"Animals","WORLD","percent","Food dollars","Subtotal foods",2012,3.537852838
"Beverages","WORLD","percent","Food dollars","Foods",2012,7.236145429
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2012,7.236145429
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2012,-12.49626116
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2012,-10.19061734
"Dairy","WORLD","percent","Food dollars","Foods",2012,6.797150656
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2012,0.049212
"Fruits","WORLD","percent","Food dollars","Foods",2012,4.703364067
"Grains","WORLD","percent","Food dollars","Foods",2012,12.60634672
"Live meat animals","WORLD","percent","Food dollars","Foods",2012,16.20016964
"Meats","WORLD","percent","Food dollars","Foods",2012,8.514039477
"Nuts","WORLD","percent","Food dollars","Foods",2012,7.320738514
"Other edible products","WORLD","percent","Food dollars","Foods",2012,35.8260848
"Plants","WORLD","percent","Food dollars","Subtotal foods",2012,3.572605169
"Sugar and candy","WORLD","percent","Food dollars","Foods",2012,-6.962013056
"U.S. imports","WORLD","percent","Food dollars","Total foods",2012,3.940537365
"Vegetable oils","WORLD","percent","Food dollars","Foods",2012,-8.229708675
"Vegetables","WORLD","percent","Food dollars","Foods",2012,2.618355482
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2012,6.023675722
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2012,-5.758245106
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2012,0.188585608
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2012,16.06922126
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2012,0.677864939
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2012,6.381503558
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2012,24.45955474
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2012,0.471248746
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2012,5.235808204
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2012,23.37807606
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2012,2.853105809
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2012,-9.497268485
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2012,-4.153208081
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2012,2.192300848
"Animals","WORLD","percent","Food dollars","Subtotal foods",2013,6.203954144
"Beverages","WORLD","percent","Food dollars","Foods",2013,3.455331566
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2013,3.455331566
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2013,1.540640184
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2013,-12.52048546
"Dairy","WORLD","percent","Food dollars","Foods",2013,2.79890288
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2013,7.99635646
"Fruits","WORLD","percent","Food dollars","Foods",2013,8.48460743
"Grains","WORLD","percent","Food dollars","Foods",2013,12.8518423
"Live meat animals","WORLD","percent","Food dollars","Foods",2013,-0.082116788
"Meats","WORLD","percent","Food dollars","Foods",2013,4.558701082
"Nuts","WORLD","percent","Food dollars","Foods",2013,0.030006001
"Other edible products","WORLD","percent","Food dollars","Foods",2013,-10.44490599
"Plants","WORLD","percent","Food dollars","Subtotal foods",2013,1.096728138
"Sugar and candy","WORLD","percent","Food dollars","Foods",2013,-10.58318932
"U.S. imports","WORLD","percent","Food dollars","Total foods",2013,2.624501513
"Vegetable oils","WORLD","percent","Food dollars","Foods",2013,6.890365981
"Vegetables","WORLD","percent","Food dollars","Foods",2013,7.978389753
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2013,-0.475152504
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2013,5.34227754
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2013,3.378244502
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2013,-3.017394391
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2013,0.715646835
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2013,7.256911128
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2013,22.54654389
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2013,-12.16844927
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2013,4.780787072
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2013,-3.490480508
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2013,2.969460002
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2013,-1.798675432
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2013,25.24926218
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2013,4.202314756
"Animals","WORLD","percent","Food dollars","Subtotal foods",2014,20.22199726
"Beverages","WORLD","percent","Food dollars","Foods",2014,6.562903087
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2014,6.562903087
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2014,13.68664038
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2014,8.719802966
"Dairy","WORLD","percent","Food dollars","Foods",2014,11.83675944
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2014,12.75956883
"Fruits","WORLD","percent","Food dollars","Foods",2014,8.778670734
"Grains","WORLD","percent","Food dollars","Foods",2014,-2.418697976
"Live meat animals","WORLD","percent","Food dollars","Foods",2014,37.36645055
"Meats","WORLD","percent","Food dollars","Foods",2014,36.91327585
"Nuts","WORLD","percent","Food dollars","Foods",2014,18.01319868
"Other edible products","WORLD","percent","Food dollars","Foods",2014,-1.171803479
"Plants","WORLD","percent","Food dollars","Subtotal foods",2014,5.066747089
"Sugar and candy","WORLD","percent","Food dollars","Foods",2014,4.596469986
"U.S. imports","WORLD","percent","Food dollars","Total foods",2014,9.150101424
"Vegetable oils","WORLD","percent","Food dollars","Foods",2014,10.0528942
"Vegetables","WORLD","percent","Food dollars","Foods",2014,1.804587362
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2014,5.16024328
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2014,-0.583090379
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2014,1.217057978
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2014,8.308931186
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2014,3.010427178
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2014,2.754639593
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2014,-13.20525578
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2014,4.106631353
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2014,22.82756159
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2014,11.01456083
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2014,5.818965517
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2014,5.32065799
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2014,19.56217163
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2014,6.508249501
"Animals","WORLD","percent","Food dollars","Subtotal foods",2015,-1.9954678
"Beverages","WORLD","percent","Food dollars","Foods",2015,6.824454092
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2015,6.824454092
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2015,2.785532995
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2015,2.860654552
"Dairy","WORLD","percent","Food dollars","Foods",2015,2.667678794
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2015,-7.678958785
"Fruits","WORLD","percent","Food dollars","Foods",2015,7.843718823
"Grains","WORLD","percent","Food dollars","Foods",2015,0.123169006
"Live meat animals","WORLD","percent","Food dollars","Foods",2015,-7.847503822
"Meats","WORLD","percent","Food dollars","Foods",2015,11.76023176
"Nuts","WORLD","percent","Food dollars","Foods",2015,17.23363694
"Other edible products","WORLD","percent","Food dollars","Foods",2015,-1.280388645
"Plants","WORLD","percent","Food dollars","Subtotal foods",2015,1.752323229
"Sugar and candy","WORLD","percent","Food dollars","Foods",2015,2.878450579
"U.S. imports","WORLD","percent","Food dollars","Total foods",2015,1.213199026
"Vegetable oils","WORLD","percent","Food dollars","Foods",2015,-14.05930888
"Vegetables","WORLD","percent","Food dollars","Foods",2015,3.183499917
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2015,8.368169491
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2015,3.156351289
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2015,2.300700625
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2015,19.93916864
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2015,1.889795918
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2015,5.819062872
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2015,-3.564819412
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2015,5.925946409
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2015,12.94035577
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2015,7.319653057
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2015,-4.378818737
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2015,4.307554169
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2015,-19.83967402
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2015,1.641127556
"Animals","WORLD","percent","Food dollars","Subtotal foods",2016,-4.068577355
"Beverages","WORLD","percent","Food dollars","Foods",2016,5.622492994
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2016,5.622492994
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2016,4.549663559
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2016,-2.634661793
"Dairy","WORLD","percent","Food dollars","Foods",2016,-1.045682598
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2016,4.019747645
"Fruits","WORLD","percent","Food dollars","Foods",2016,7.457620762
"Grains","WORLD","percent","Food dollars","Foods",2016,1.449776332
"Live meat animals","WORLD","percent","Food dollars","Foods",2016,-24.14788097
"Meats","WORLD","percent","Food dollars","Foods",2016,-14.05666703
"Nuts","WORLD","percent","Food dollars","Foods",2016,3.725653164
"Other edible products","WORLD","percent","Food dollars","Foods",2016,-2.726400734
"Plants","WORLD","percent","Food dollars","Subtotal foods",2016,3.503558757
"Sugar and candy","WORLD","percent","Food dollars","Foods",2016,0.201242075
"U.S. imports","WORLD","percent","Food dollars","Total foods",2016,1.646374148
"Vegetable oils","WORLD","percent","Food dollars","Foods",2016,3.460076046
"Vegetables","WORLD","percent","Food dollars","Foods",2016,10.54382632
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2016,7.33207975
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2016,2.177003067
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2016,3.461360481
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2016,8.53761623
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2016,2.291391259
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2016,2.989754735
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2016,-0.106713596
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2016,-4.242155276
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2016,-6.07370805
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2016,1.340429726
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2016,1.957502916
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2016,-1.830373324
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2016,2.991793747
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2016,8.805853418
"Animals","WORLD","percent","Food dollars","Subtotal foods",2017,6.985798999
"Beverages","WORLD","percent","Food dollars","Foods",2017,6.655604983
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2017,6.655604983
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2017,-1.361990238
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2017,9.088830869
"Dairy","WORLD","percent","Food dollars","Foods",2017,-2.471046592
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2017,10.74058304
"Fruits","WORLD","percent","Food dollars","Foods",2017,7.125614402
"Grains","WORLD","percent","Food dollars","Foods",2017,6.679293688
"Live meat animals","WORLD","percent","Food dollars","Foods",2017,-4.14170233
"Meats","WORLD","percent","Food dollars","Foods",2017,3.353828955
"Nuts","WORLD","percent","Food dollars","Foods",2017,14.96307135
"Other edible products","WORLD","percent","Food dollars","Foods",2017,8.526350765
"Plants","WORLD","percent","Food dollars","Subtotal foods",2017,6.288384355
"Sugar and candy","WORLD","percent","Food dollars","Foods",2017,0.976115406
"U.S. imports","WORLD","percent","Food dollars","Total foods",2017,6.512158453
"Vegetable oils","WORLD","percent","Food dollars","Foods",2017,10.59965699
"Vegetables","WORLD","percent","Food dollars","Foods",2017,2.089822002
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2017,5.29441317
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2017,6.435788549
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2017,1.806959478
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2017,-4.724818276
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2017,2.674760133
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2017,2.676875772
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2017,7.818093221
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2017,0.369401052
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2017,1.2604121
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2017,5.971600856
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2017,10.24620741
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2017,-5.923481632
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2017,3.258117066
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2017,4.54455174
"Animals","WORLD","percent","Food dollars","Subtotal foods",2018,4.465012175
"Beverages","WORLD","percent","Food dollars","Foods",2018,4.256075318
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2018,4.256075318
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2018,-5.972144624
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2018,-6.749975184
"Dairy","WORLD","percent","Food dollars","Foods",2018,10.03064463
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2018,4.444298562
"Fruits","WORLD","percent","Food dollars","Foods",2018,6.553362474
"Grains","WORLD","percent","Food dollars","Foods",2018,11.33385313
"Live meat animals","WORLD","percent","Food dollars","Foods",2018,0.639912694
"Meats","WORLD","percent","Food dollars","Foods",2018,4.237650983
"Nuts","WORLD","percent","Food dollars","Foods",2018,5.927452347
"Other edible products","WORLD","percent","Food dollars","Foods",2018,39.03845774
"Plants","WORLD","percent","Food dollars","Subtotal foods",2018,7.592830021
"Sugar and candy","WORLD","percent","Food dollars","Foods",2018,-0.344326105
"U.S. imports","WORLD","percent","Food dollars","Total foods",2018,6.391617047
"Vegetable oils","WORLD","percent","Food dollars","Foods",2018,-3.062609033
"Vegetables","WORLD","percent","Food dollars","Foods",2018,5.894533843
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2018,0.822128971
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2018,-5.56510972
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2018,-1.730955101
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2018,-0.817438692
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2018,3.699748265
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2018,3.23610581
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2018,2.650860009
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2018,-3.243111105
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2018,-1.439549735
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2018,1.651982379
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2018,7.638168283
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2018,1.726802227
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2018,-1.833830582
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2018,5.355721213
"Animals","WORLD","percent","Food dollars","Subtotal foods",2019,0.799667087
"Beverages","WORLD","percent","Food dollars","Foods",2019,3.124618106
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2019,3.124618106
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2019,5.615092418
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2019,-0.324080097
"Dairy","WORLD","percent","Food dollars","Foods",2019,5.843736012
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2019,-2.131633294
"Fruits","WORLD","percent","Food dollars","Foods",2019,3.726673257
"Grains","WORLD","percent","Food dollars","Foods",2019,3.748017145
"Live meat animals","WORLD","percent","Food dollars","Foods",2019,11.04593849
"Meats","WORLD","percent","Food dollars","Foods",2019,4.5139602
"Nuts","WORLD","percent","Food dollars","Foods",2019,-9.120297525
"Other edible products","WORLD","percent","Food dollars","Foods",2019,2.253839269
"Plants","WORLD","percent","Food dollars","Subtotal foods",2019,1.464451447
"Sugar and candy","WORLD","percent","Food dollars","Foods",2019,0.113741228
"U.S. imports","WORLD","percent","Food dollars","Total foods",2019,1.48012137
"Vegetable oils","WORLD","percent","Food dollars","Foods",2019,-9.85945668
"Vegetables","WORLD","percent","Food dollars","Foods",2019,4.119210043
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2019,2.987465266
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2019,1.537004662
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2019,6.039878398
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2019,5.549450549
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2019,-2.5709872
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2019,-1.170255878
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2019,-6.216396996
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2019,0.206330269
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2019,-1.411157479
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2019,-3.521126761
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2019,0.850867633
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2019,3.004364285
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2019,-2.116317925
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2019,0.841519544
"Animals","WORLD","percent","Food dollars","Subtotal foods",2020,0.120783727
"Beverages","WORLD","percent","Food dollars","Foods",2020,0.565697642
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2020,0.565697642
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2020,1.502943599
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2020,-0.962348558
"Dairy","WORLD","percent","Food dollars","Foods",2020,-2.941452871
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2020,-2.360178355
"Fruits","WORLD","percent","Food dollars","Foods",2020,0.817010322
"Grains","WORLD","percent","Food dollars","Foods",2020,6.626653003
"Live meat animals","WORLD","percent","Food dollars","Foods",2020,-4.230103422
"Meats","WORLD","percent","Food dollars","Foods",2020,7.402082967
"Nuts","WORLD","percent","Food dollars","Foods",2020,-12.84036894
"Other edible products","WORLD","percent","Food dollars","Foods",2020,7.980966274
"Plants","WORLD","percent","Food dollars","Subtotal foods",2020,4.756806933
"Sugar and candy","WORLD","percent","Food dollars","Foods",2020,10.85744909
"U.S. imports","WORLD","percent","Food dollars","Total foods",2020,3.094870531
"Vegetable oils","WORLD","percent","Food dollars","Foods",2020,5.989447165
"Vegetables","WORLD","percent","Food dollars","Foods",2020,11.55547272
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2020,5.897046175
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2020,-0.143482316
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2020,-4.94540242
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2020,-4.112441437
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2020,3.035222168
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2020,2.031552368
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2020,2.517943394
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2020,3.615251009
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2020,5.090504038
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2020,-3.836795808
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2020,10.23648227
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2020,15.1688944
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2020,1.139559457
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2020,4.3777036
"Animals","WORLD","percent","Food dollars","Subtotal foods",2021,27.15553389
"Beverages","WORLD","percent","Food dollars","Foods",2021,15.04093277
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2021,15.04093277
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2021,11.52879229
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2021,17.64875033
"Dairy","WORLD","percent","Food dollars","Foods",2021,15.52091402
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2021,30.44205462
"Fruits","WORLD","percent","Food dollars","Foods",2021,15.50021929
"Grains","WORLD","percent","Food dollars","Foods",2021,9.228410599
"Live meat animals","WORLD","percent","Food dollars","Foods",2021,6.511865035
"Meats","WORLD","percent","Food dollars","Foods",2021,27.0227067
"Nuts","WORLD","percent","Food dollars","Foods",2021,13.77492054
"Other edible products","WORLD","percent","Food dollars","Foods",2021,13.96580119
"Plants","WORLD","percent","Food dollars","Subtotal foods",2021,14.78838015
"Sugar and candy","WORLD","percent","Food dollars","Foods",2021,10.21947211
"U.S. imports","WORLD","percent","Food dollars","Total foods",2021,17.88241486
"Vegetable oils","WORLD","percent","Food dollars","Foods",2021,44.16887175
"Vegetables","WORLD","percent","Food dollars","Foods",2021,7.949441271
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2021,10.43414406
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2021,10.10130038
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2021,3.991838907
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2021,0.651465798
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2021,11.79056901
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2021,4.022392848
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2021,-4.443700794
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2021,14.10785016
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2021,10.06942604
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2021,14.67497081
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2021,14.44352285
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2021,-8.435130795
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2021,8.020444902
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2021,8.650888829
"Animals","WORLD","percent","Food dollars","Subtotal foods",2022,7.078329422
"Beverages","WORLD","percent","Food dollars","Foods",2022,0.759601492
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2022,0.759601492
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2022,7.362311638
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2022,32.1889767
"Dairy","WORLD","percent","Food dollars","Foods",2022,13.40625262
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2022,6.164773341
"Fruits","WORLD","percent","Food dollars","Foods",2022,14.35629361
"Grains","WORLD","percent","Food dollars","Foods",2022,28.9235711
"Live meat animals","WORLD","percent","Food dollars","Foods",2022,9.168443497
"Meats","WORLD","percent","Food dollars","Foods",2022,7.492343148
"Nuts","WORLD","percent","Food dollars","Foods",2022,-6.472604914
"Other edible products","WORLD","percent","Food dollars","Foods",2022,19.60847403
"Plants","WORLD","percent","Food dollars","Subtotal foods",2022,19.14824682
"Sugar and candy","WORLD","percent","Food dollars","Foods",2022,20.70350877
"U.S. imports","WORLD","percent","Food dollars","Total foods",2022,13.92211043
"Vegetable oils","WORLD","percent","Food dollars","Foods",2022,34.84383425
"Vegetables","WORLD","percent","Food dollars","Foods",2022,8.68791371
"Beverages","WORLD (Quantity)","percent","Food volume","Foods",2022,-1.718787781
"Cocoa and chocolate","WORLD (Quantity)","percent","Food volume","Foods",2022,-1.259380098
"Coffee, tea, and spices","WORLD (Quantity)","percent","Food volume","Foods",2022,2.947197816
"Dairy","WORLD (Quantity)","percent","Food volume","Foods",2022,8.171521036
"Fish and shellfish","WORLD (Quantity)","percent","Food volume","Foods",2022,1.156959785
"Fruits","WORLD (Quantity)","percent","Food volume","Foods",2022,2.65087843
"Grains","WORLD (Quantity)","percent","Food volume","Foods",2022,11.67195046
"Live meat animals","WORLD (Quantity)","percent","Food volume","Foods",2022,-3.625205843
"Meats","WORLD (Quantity)","percent","Food volume","Foods",2022,6.008955655
"Nuts","WORLD (Quantity)","percent","Food volume","Foods",2022,-6.619144603
"Other edible products","WORLD (Quantity)","percent","Food volume","Foods",2022,18.02997859
"Sugar and candy","WORLD (Quantity)","percent","Food volume","Foods",2022,8.080090568
"Vegetable oils","WORLD (Quantity)","percent","Food volume","Foods",2022,8.101955183
"Vegetables","WORLD (Quantity)","percent","Food volume","Foods",2022,2.801450657
"Animals","WORLD","percent","Food dollars","Subtotal foods",2023,-8.640714715
"Beverages","WORLD","percent","Food dollars","Foods",2023,-4.15781617
"Beverages","WORLD","percent","Food dollars","Subtotal foods",2023,-4.15781617
"Cocoa and chocolate","WORLD","percent","Food dollars","Foods",2023,1.711054903
"Coffee, tea, and spices","WORLD","percent","Food dollars","Foods",2023,-13.13030147
"Dairy","WORLD","percent","Food dollars","Foods",2023,12.39052511
"Fish and shellfish","WORLD","percent","Food dollars","Foods",2023,-15.69592683
"Fruits","WORLD","percent","Food dollars","Foods",2023,1.950229667
"Grains","WORLD","percent","Food dollars","Foods",2023,7.358158429
"Live meat animals","WORLD","percent","Food dollars","Foods",2023,22.29751276
